run_id,seed,lead_s,anchor,model_variant,test_match,train_lead_s,mask,n,normal_mean,masked_mean,abs_drop_mean,abs_drop_sd,rel_drop_mean,n_seeds
a95b7a72bb,,,emitted_sync_frame,ball_mask_summary,J03WMX,0.0,ball_token,722,0.8684210526315789,0.5004616805170822,0.36795937211449675,0.030887772269026247,0.4236037869856671,3
a95b7a72bb,,,emitted_sync_frame,ball_mask_summary,J03WN1,0.0,ball_token,455,0.7714285714285714,0.4336996336996337,0.3377289377289377,0.012104550653376038,0.4378000839860388,3
a95b7a72bb,,,emitted_sync_frame,ball_mask_summary,J03WMX,0.0,ball_token_and_balldist,722,0.8684210526315789,0.2534626038781163,0.6149584487534626,0.011833800201270873,0.7080964695680034,3
a95b7a72bb,,,emitted_sync_frame,ball_mask_summary,J03WN1,0.0,ball_token_and_balldist,455,0.7714285714285714,0.23369963369963367,0.5377289377289377,0.025282687072142727,0.6968887935147033,3
a95b7a72bb,,,emitted_sync_frame,ball_mask_summary,J03WMX,0.4,ball_token,722,0.69067405355494,0.5281625115420129,0.16251154201292708,0.08119147754390256,0.2348484304578128,3
a95b7a72bb,,,emitted_sync_frame,ball_mask_summary,J03WN1,0.4,ball_token,454,0.6013215859030837,0.4911894273127753,0.11013215859030835,0.06139806107826587,0.18356951871657753,3
a95b7a72bb,,,emitted_sync_frame,ball_mask_summary,J03WMX,0.4,ball_token_and_balldist,722,0.69067405355494,0.1394275161588181,0.5512465373961218,0.027596757403284308,0.7980284307371437,3
a95b7a72bb,,,emitted_sync_frame,ball_mask_summary,J03WN1,0.4,ball_token_and_balldist,454,0.6013215859030837,0.14757709251101322,0.45374449339207046,0.033259182534232413,0.7543850267379679,3
