run_id,seed,lead_s,anchor,model_variant,test_match,n,n_seeds,top1,top2,top3,top5,mrr,mean_rank,ece,brier,top1_sd,top2_sd,top3_sd,top5_sd,mrr_sd,mean_rank_sd,ece_sd,brier_sd,ensemble_top1,ensemble_top2,ensemble_top3,ensemble_top5,ensemble_mrr,ensemble_mean_rank,ensemble_ece,ensemble_brier
a95b7a72bb,,0.4,emitted_sync_frame,canonical,J03WMX,722,3,0.6906740535549399,0.858264081255771,0.9233610341643583,0.969067405355494,0.8112312946107959,1.6366574330563253,0.0517331827449116,0.417437520617258,0.012413970138272173,0.009222061105927113,0.005243682683102759,0.00348561146596066,0.0073050390943395814,0.02079100692372616,0.022970212913888205,0.009517966310290091,0.6980609418282548,0.8725761772853186,0.9265927977839336,0.9695290858725761,0.817601569713758,1.6121883656509695,0.03501871071363752,0.40795217902060005
a95b7a72bb,,0.4,emitted_sync_frame,canonical,J03WN1,454,3,0.6013215859030837,0.7848751835535976,0.868575624082232,0.9559471365638766,0.7482303102347155,1.8906020558002936,0.08724291536207592,0.5391044539598546,0.0038150898845129753,0.005543197089038773,0.007080507166661509,0.0,0.001233713935826182,0.008339072460793379,0.021984299000378637,0.004502429498491195,0.5969162995594713,0.7995594713656388,0.8744493392070485,0.9581497797356828,0.7496250262219426,1.854625550660793,0.07794548219915004,0.5278960311470423
