run_id,seed,lead_s,anchor,model_variant,test_match,epoch,train_loss,train_top1,test_J03WMX_top1,test_J03WMX_loss,test_J03WN1_top1,test_J03WN1_loss,val_top1,val_loss
a95b7a72bb,0,0.4,emitted_sync_frame,canonical,,30,0.7937587298285076,0.7351959966638866,0.693905770778656,0.8877915740013123,0.6013215780258179,1.1043457984924316,0.6595419645309448,0.9084970355033875
a95b7a72bb,0,0.4,emitted_sync_frame,canonical,,31,0.7694636584819606,0.7306088407005839,0.684210479259491,0.9159782528877258,0.58370041847229,1.1135129928588867,0.6549618244171143,0.9311632513999939
a95b7a72bb,0,0.4,emitted_sync_frame,canonical,,32,0.7660480630308315,0.7335279399499584,0.684210479259491,0.9321123361587524,0.5991189479827881,1.122003197669983,0.6503816843032837,0.950735867023468
a95b7a72bb,0,0.4,emitted_sync_frame,canonical,,33,0.782133686035449,0.7364470391993327,0.693905770778656,0.886594295501709,0.6167400479316711,1.1188220977783203,0.6534351110458374,0.9405617117881775
a95b7a72bb,0,0.4,emitted_sync_frame,canonical,,34,0.7699706878534847,0.7351959966638866,0.6772853136062622,0.9523784518241882,0.5726872086524963,1.1380609273910522,0.6503816843032837,0.9584590792655945
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,0,1.8252633773256481,0.4249374478732277,0.43628808856010437,1.5489377975463867,0.4030836820602417,1.7420947551727295,0.4320610761642456,1.602996587753296
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,1,1.590302221172546,0.48498748957464555,0.515235424041748,1.422215461730957,0.4559471309185028,1.605393409729004,0.4748091697692871,1.4869630336761475
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,2,1.4684298718542332,0.5112593828190158,0.5401661992073059,1.3496367931365967,0.49339205026626587,1.496837854385376,0.4916030466556549,1.3957231044769287
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,3,1.3980675915860454,0.5333611342785655,0.5470914244651794,1.2901709079742432,0.5132158398628235,1.4327538013458252,0.5099236369132996,1.337080955505371
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,4,1.3389496396639826,0.5458715596330275,0.5470914244651794,1.2611713409423828,0.5110132098197937,1.418595314025879,0.5206106901168823,1.31440269947052
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,5,1.3032855124549134,0.5646371976647206,0.565096914768219,1.214418649673462,0.5220264196395874,1.3987681865692139,0.523664116859436,1.269736409187317
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,6,1.2670546167586823,0.5650542118432027,0.574792206287384,1.2005878686904907,0.5572686791419983,1.3370273113250732,0.5526717305183411,1.2702391147613525
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,7,1.2274712697976424,0.5804837364470392,0.5997229814529419,1.1439638137817383,0.5462554693222046,1.3074370622634888,0.5603053569793701,1.2048547267913818
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,8,1.1862784689719523,0.5921601334445371,0.6260387897491455,1.0882277488708496,0.5374448895454407,1.3049530982971191,0.590839684009552,1.1517205238342285
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,9,1.1558050389484726,0.591743119266055,0.624653697013855,1.1399790048599243,0.5528634190559387,1.25640869140625,0.5709923505783081,1.209244966506958
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,10,1.1388872555636484,0.609674728940784,0.6315789222717285,1.046317458152771,0.5528634190559387,1.248032808303833,0.5938931107521057,1.0886350870132446
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,11,1.1043096528240202,0.6155129274395329,0.6523545384407043,1.03227961063385,0.5616739988327026,1.22671377658844,0.6061068773269653,1.067594289779663
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,12,1.080106141270947,0.6175979983319433,0.6592797636985779,1.0236618518829346,0.58370041847229,1.2109079360961914,0.6000000238418579,1.0634243488311768
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,13,1.0682278978914097,0.6342785654712261,0.6578947305679321,1.0134092569351196,0.58370041847229,1.1866143941879272,0.609160304069519,1.0459909439086914
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,14,1.0440518603511808,0.6413678065054211,0.6592797636985779,0.9949038028717041,0.58370041847229,1.1876853704452515,0.6167938709259033,1.0209301710128784
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,15,1.0254511631360343,0.6376146788990825,0.6662049889564514,0.9892184734344482,0.568281888961792,1.2027080059051514,0.6198473572731018,1.0193454027175903
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,16,1.0051054803901558,0.6513761467889908,0.6662049889564514,0.9777084589004517,0.5881056785583496,1.1609947681427002,0.6198473572731018,0.9849292635917664
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,17,0.9848517249085885,0.6659716430358632,0.6800553798675537,0.9575003385543823,0.5881056785583496,1.1458112001419067,0.6351144909858704,0.9931005835533142
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,18,0.9652612544875825,0.6680567139282736,0.6731301546096802,0.9620757699012756,0.6057268381118774,1.14212965965271,0.6335877776145935,0.9936795830726624
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,19,0.9443332556886809,0.658882402001668,0.6620498299598694,0.9654747247695923,0.6013215780258179,1.1198294162750244,0.6305343508720398,0.9789063334465027
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,20,0.9373162745236356,0.6872393661384487,0.6717451214790344,0.963421106338501,0.6123347878456116,1.1079552173614502,0.6381679177284241,0.9624795913696289
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,21,0.9204677589939871,0.6793160967472894,0.6689750552177429,0.9330193996429443,0.6145374178886414,1.102738857269287,0.6381679177284241,0.9207308292388916
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,22,0.9027363542122478,0.6868223519599667,0.6759002804756165,0.9328180551528931,0.5947136282920837,1.1328389644622803,0.6488549709320068,0.9384952187538147
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,23,0.8908938861469908,0.6909924937447873,0.6689750552177429,0.9513283371925354,0.5903083682060242,1.1345700025558472,0.6564885377883911,0.9367285370826721
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,24,0.8661441188538641,0.7043369474562136,0.6759002804756165,0.9069559574127197,0.58370041847229,1.1216785907745361,0.6549618244171143,0.9135758876800537
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,25,0.8677565736309303,0.7139282735613011,0.6869806051254272,0.9260516166687012,0.6079294681549072,1.0932806730270386,0.6412214040756226,0.9276093244552612
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,26,0.8467710502352488,0.7080900750625522,0.6966758966445923,0.9358901977539062,0.592510998249054,1.1113303899765015,0.6381679177284241,0.9624468684196472
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,27,0.8311882742849164,0.7068390325271059,0.678670346736908,0.949146568775177,0.6035242080688477,1.1103332042694092,0.6427481174468994,0.954474687576294
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,28,0.8277090043202353,0.7180984153461217,0.6869806051254272,0.9241104125976562,0.6035242080688477,1.1156591176986694,0.6519083976745605,0.9131182432174683
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,29,0.8047645059697721,0.7185154295246038,0.6925207376480103,0.899120032787323,0.5991189479827881,1.1432154178619385,0.6687023043632507,0.9022112488746643
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,30,0.7997436527414458,0.7139282735613011,0.698060929775238,0.8847739100456238,0.5903083682060242,1.1291489601135254,0.6687023043632507,0.896984875202179
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,31,0.7978027706050793,0.7414512093411176,0.688365638256073,0.9060307145118713,0.5748898386955261,1.1229052543640137,0.6671755909919739,0.905107855796814
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,32,0.780445929215887,0.7389491242702252,0.6925207376480103,0.9145030379295349,0.6079294681549072,1.10787034034729,0.6458015441894531,0.9170514345169067
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,33,0.7602496514527175,0.7402001668056714,0.688365638256073,0.9251464009284973,0.5903083682060242,1.1346946954727173,0.6503816843032837,0.9673399329185486
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,34,0.7619931688897306,0.7472894078398665,0.684210479259491,0.9052678346633911,0.5726872086524963,1.1043959856033325,0.6717557311058044,0.9202831387519836
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,35,0.7454641726337143,0.7543786488740617,0.693905770778656,0.8723064064979553,0.6013215780258179,1.1354840993881226,0.6671755909919739,0.9092555642127991
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,36,0.7297744500925384,0.7472894078398665,0.6869806051254272,0.9169555902481079,0.5947136282920837,1.157702088356018,0.64732825756073,0.9446961879730225
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,37,0.7286796738347776,0.7268557130942452,0.688365638256073,0.8949044942855835,0.5903083682060242,1.1722896099090576,0.6641221642494202,0.9505282640457153
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,38,0.7341899434858009,0.7668890742285238,0.693905770778656,0.8670023083686829,0.5903083682060242,1.128104329109192,0.6717557311058044,0.9187473058700562
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,39,0.6982372870437298,0.7568807339449541,0.6897506713867188,0.8773322105407715,0.5947136282920837,1.1422944068908691,0.6702290177345276,0.9131261706352234
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,40,0.6936049116860836,0.7693911592994161,0.6911357045173645,0.9064605832099915,0.5748898386955261,1.1416200399398804,0.6687023043632507,0.9123305678367615
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,41,0.6867508435865757,0.762301918265221,0.6828254461288452,0.8864015936851501,0.5991189479827881,1.1645442247390747,0.6839694976806641,0.9345727562904358
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,42,0.6682876769555818,0.7768974145120934,0.6952908635139465,0.8990508317947388,0.5947136282920837,1.1626495122909546,0.6595419645309448,0.9531372785568237
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,43,0.6693934603369763,0.7547956630525438,0.6828254461288452,0.8889598846435547,0.5748898386955261,1.1664419174194336,0.676335871219635,0.9162020087242126
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,44,0.6647461171543926,0.7789824854045038,0.693905770778656,0.8761406540870667,0.6035242080688477,1.152951717376709,0.6778625845909119,0.9234316349029541
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,45,0.6514889161421717,0.7823185988323603,0.678670346736908,0.9367094039916992,0.5704845786094666,1.1840670108795166,0.6839694976806641,0.9370937347412109
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,46,0.6357984544338039,0.7823185988323603,0.6814404129981995,0.923200249671936,0.5792951583862305,1.1895153522491455,0.6778625845909119,0.9521327614784241
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,47,0.6304909223511976,0.7748123436196831,0.6828254461288452,0.9048436284065247,0.5792951583862305,1.172026515007019,0.6610686779022217,0.9491954445838928
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,48,0.659206679008522,0.7664720600500416,0.6731301546096802,0.950243353843689,0.5506607890129089,1.197385549545288,0.6396946310997009,0.9760019183158875
a95b7a72bb,1,0.4,emitted_sync_frame,canonical,,49,0.6274692974953576,0.7998331943286072,0.688365638256073,0.9281545281410217,0.5881056785583496,1.1726393699645996,0.6732824444770813,0.9559905529022217
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,0,1.8146013971961867,0.42535446205170974,0.4376731216907501,1.537701964378357,0.40748897194862366,1.7390145063400269,0.42748090624809265,1.6001297235488892
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,1,1.588602144883214,0.4870725604670559,0.5193905830383301,1.416985273361206,0.4669603407382965,1.5984466075897217,0.46717557311058044,1.491361379623413
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,2,1.4680720130237965,0.5170975813177648,0.5263157486915588,1.3421993255615234,0.4977973401546478,1.5124202966690063,0.4854961931705475,1.3896338939666748
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,3,1.40173657284467,0.53628023352794,0.5373961329460144,1.3081796169281006,0.5154184699058533,1.4523332118988037,0.505343496799469,1.3533647060394287
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,4,1.345928647102566,0.5417014178482068,0.5540165901184082,1.2562519311904907,0.526431679725647,1.395798683166504,0.5114504098892212,1.3135387897491455
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,5,1.2976890588621979,0.5554628857381151,0.5664820075035095,1.199719786643982,0.5308369994163513,1.3699032068252563,0.5190839767456055,1.262871265411377
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,6,1.2574130004400805,0.5754795663052544,0.5941827893257141,1.1838738918304443,0.5462554693222046,1.3204338550567627,0.5297709703445435,1.2707407474517822
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,7,1.2152101395028745,0.5871559633027523,0.6108033061027527,1.1125104427337646,0.5440528392791748,1.308435082435608,0.5603053569793701,1.19157075881958
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,8,1.1758206201852412,0.5979983319432861,0.6080332398414612,1.0997288227081299,0.5594713687896729,1.2796123027801514,0.5893129706382751,1.1554276943206787
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,9,1.1405102074195983,0.6013344453711427,0.628808856010437,1.0740621089935303,0.5594713687896729,1.2513463497161865,0.5847328305244446,1.1194853782653809
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,10,1.1176162705608366,0.6134278565471226,0.6357340812683105,1.0481693744659424,0.5440528392791748,1.2749394178390503,0.6061068773269653,1.0960314273834229
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,11,1.0920096455861172,0.627606338615513,0.6495844721794128,1.023681879043579,0.5726872086524963,1.2273261547088623,0.6030534505844116,1.0662544965744019
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,12,1.0711344508353227,0.6288573811509591,0.6454293727874756,1.0167683362960815,0.5726872086524963,1.2081776857376099,0.6106870174407959,1.0561577081680298
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,13,1.048155572833967,0.640533778148457,0.6509695053100586,1.0155346393585205,0.5903083682060242,1.1810905933380127,0.6167938709259033,1.0390986204147339
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,14,1.0412094343494036,0.6413678065054211,0.6509695053100586,1.0308493375778198,0.5814977884292603,1.1742318868637085,0.6167938709259033,1.0482747554779053
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,15,1.0219233809559418,0.6472060050041701,0.6731301546096802,0.9846776127815247,0.592510998249054,1.167648196220398,0.6229007840156555,0.9982307553291321
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,16,1.0074417533429092,0.6413678065054211,0.6565096974372864,0.9988601803779602,0.5770924687385559,1.2218888998031616,0.6259542107582092,1.0138111114501953
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,17,0.9908690728974203,0.6576313594662219,0.6620498299598694,0.9720079302787781,0.5947136282920837,1.1524072885513306,0.6274809241294861,0.9849231243133545
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,18,0.9652465528205,0.664303586321935,0.6745151877403259,0.9471202492713928,0.5991189479827881,1.1520819664001465,0.6458015441894531,0.98663729429245
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,19,0.9492251741776773,0.6834862385321101,0.6731301546096802,0.9692532420158386,0.6079294681549072,1.1293389797210693,0.6305343508720398,0.9854965806007385
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,20,0.936358022630165,0.6797331109257715,0.6855955719947815,0.9481938481330872,0.5991189479827881,1.1421160697937012,0.6320610642433167,0.9798378944396973
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,21,0.9223891087528862,0.6872393661384487,0.6592797636985779,0.9790677428245544,0.6013215780258179,1.131684422492981,0.6229007840156555,0.9889048337936401
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,22,0.9070243517789769,0.677231025854879,0.6703600883483887,0.9310351014137268,0.5991189479827881,1.1320558786392212,0.6503816843032837,0.9444082379341125
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,23,0.8836112744714738,0.6939115929941618,0.6814404129981995,0.9512854218482971,0.5969162583351135,1.1049392223358154,0.6320610642433167,0.9761025309562683
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,24,0.8777463667287342,0.6859883236030025,0.693905770778656,0.9031784534454346,0.5881056785583496,1.1685621738433838,0.6442748308181763,0.9554523229598999
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,25,0.8635275452409416,0.713094245204337,0.6800553798675537,0.9255049824714661,0.5903083682060242,1.1015962362289429,0.6610686779022217,0.9372763633728027
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,26,0.854552424282109,0.6976647206005004,0.6897506713867188,0.8877103328704834,0.5903083682060242,1.1071116924285889,0.6519083976745605,0.9286687970161438
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,27,0.8372408194875995,0.7143452877397831,0.6800553798675537,0.909650981426239,0.5903083682060242,1.138155221939087,0.658015251159668,0.9366588592529297
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,28,0.8141448497772217,0.7197664720600501,0.688365638256073,0.9115108847618103,0.5881056785583496,1.1272716522216797,0.6595419645309448,0.9337003231048584
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,29,0.8037667618979008,0.7251876563803169,0.6800553798675537,0.9262598156929016,0.5991189479827881,1.0855268239974976,0.6534351110458374,0.9345913529396057
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,30,0.8023645689429791,0.7143452877397831,0.684210479259491,0.8883270621299744,0.5814977884292603,1.1328675746917725,0.658015251159668,0.9399688243865967
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,31,0.7950726169859796,0.7335279399499584,0.6966758966445923,0.9036620259284973,0.6079294681549072,1.1170752048492432,0.6412214040756226,0.9555090069770813
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,32,0.7750758892103868,0.7247706422018348,0.6911357045173645,0.8772873878479004,0.5903083682060242,1.119635820388794,0.665648877620697,0.9325056672096252
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,33,0.7652975187090857,0.7431192660550459,0.6952908635139465,0.8930199146270752,0.5814977884292603,1.1175094842910767,0.6610686779022217,0.9390193819999695
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,34,0.7483031850143509,0.7422852376980817,0.688365638256073,0.8858880996704102,0.5903083682060242,1.10946524143219,0.6671755909919739,0.931997537612915
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,35,0.743495610726685,0.726021684737281,0.6897506713867188,0.8814931511878967,0.5814977884292603,1.1674646139144897,0.658015251159668,0.939995527267456
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,36,0.7375117634812228,0.7477064220183486,0.7105262875556946,0.8559446930885315,0.5814977884292603,1.1405256986618042,0.665648877620697,0.9364715218544006
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,37,0.7237211787969098,0.7547956630525438,0.6911357045173645,0.868818461894989,0.5969162583351135,1.1292502880096436,0.6687023043632507,0.9076380729675293
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,38,0.7129743863782652,0.7547956630525438,0.6814404129981995,0.9014233946800232,0.5770924687385559,1.1437398195266724,0.6610686779022217,0.9269698858261108
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,39,0.7305932870201511,0.7664720600500416,0.698060929775238,0.8695402145385742,0.5881056785583496,1.1288925409317017,0.6748091578483582,0.9118924736976624
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,40,0.689766155271554,0.7718932443703086,0.7049861550331116,0.8671968579292297,0.5991189479827881,1.149830937385559,0.6778625845909119,0.9328484535217285
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,41,0.6861454003348363,0.7643869891576314,0.6966758966445923,0.9004346132278442,0.5859030485153198,1.148708701133728,0.6702290177345276,0.9414652585983276
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,42,0.6767724359701632,0.7706422018348624,0.6952908635139465,0.9151379466056824,0.6123347878456116,1.1306164264678955,0.658015251159668,0.9730565547943115
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,43,0.6722860650483323,0.7702251876563804,0.7063711881637573,0.8643776178359985,0.5947136282920837,1.1675689220428467,0.6732824444770813,0.9381550550460815
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,44,0.6675668109248737,0.7643869891576314,0.6897506713867188,0.9381410479545593,0.5947136282920837,1.193510890007019,0.6549618244171143,1.008520245552063
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,45,0.666720277473666,0.786905754795663,0.7049861550331116,0.8855993151664734,0.6057268381118774,1.1470361948013306,0.676335871219635,0.954702615737915
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,46,0.6433761845637203,0.7752293577981652,0.7091412544250488,0.8914150595664978,0.5859030485153198,1.1658306121826172,0.6778625845909119,0.9363260865211487
a95b7a72bb,2,0.4,emitted_sync_frame,canonical,,47,0.6371389666231997,0.7906588824020017,0.6828254461288452,0.8941361308097839,0.5859030485153198,1.1858720779418945,0.6671755909919739,0.9495000839233398
