run_id,seed,lead_s,anchor,model_variant,test_match,setting,kind,components,n,top1,top3,selected_epoch,epochs_run,n_fit_samples,pretrained_encoder_loaded,mirror_train,tta,space,edge,pretrain,pertype,n_fit_matches,fit_matches
a95b7a72bb,2,0.4,emitted_sync_frame,everything,J03WN1,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,454,0.5616740088105727,0.8546255506607929,50,59,1162,True,1,1,1,1,1,1,2,J03WPY+J03WOH
a95b7a72bb,0,0.4,emitted_sync_frame,plain,J03WMX,plain,reference,,722,0.5498614958448753,0.8587257617728532,42,51,1832,False,0,0,0,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,0,0.4,emitted_sync_frame,plain,J03WN1,plain,reference,,454,0.4647577092511013,0.8039647577092511,42,51,1832,False,0,0,0,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,1,0.4,emitted_sync_frame,plain,J03WMX,plain,reference,,722,0.5263157894736842,0.8767313019390581,33,42,1832,False,0,0,0,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,1,0.4,emitted_sync_frame,plain,J03WN1,plain,reference,,454,0.4845814977973568,0.8259911894273128,33,42,1832,False,0,0,0,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,2,0.4,emitted_sync_frame,plain,J03WMX,plain,reference,,722,0.538781163434903,0.8739612188365651,39,48,1832,False,0,0,0,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,2,0.4,emitted_sync_frame,plain,J03WN1,plain,reference,,454,0.4911894273127753,0.8215859030837004,39,48,1832,False,0,0,0,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,0,0.4,emitted_sync_frame,+ space,J03WMX,+ space,individual,space,722,0.5637119113573407,0.8878116343490304,35,44,1832,False,0,0,1,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,0,0.4,emitted_sync_frame,+ space,J03WN1,+ space,individual,space,454,0.4779735682819383,0.8105726872246696,35,44,1832,False,0,0,1,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,1,0.4,emitted_sync_frame,+ space,J03WMX,+ space,individual,space,722,0.5110803324099723,0.8448753462603878,7,16,1832,False,0,0,1,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,1,0.4,emitted_sync_frame,+ space,J03WN1,+ space,individual,space,454,0.45154185022026433,0.7665198237885462,7,16,1832,False,0,0,1,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,2,0.4,emitted_sync_frame,+ space,J03WMX,+ space,individual,space,722,0.5789473684210527,0.8864265927977839,37,46,1832,False,0,0,1,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,2,0.4,emitted_sync_frame,+ space,J03WN1,+ space,individual,space,454,0.5176211453744494,0.8171806167400881,37,46,1832,False,0,0,1,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,0,0.4,emitted_sync_frame,+ train mirror,J03WMX,+ train mirror,individual,mirror_train,722,0.5664819944598338,0.8822714681440443,39,48,1832,False,1,0,0,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,0,0.4,emitted_sync_frame,+ train mirror,J03WN1,+ train mirror,individual,mirror_train,454,0.47577092511013214,0.8436123348017621,39,48,1832,False,1,0,0,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,1,0.4,emitted_sync_frame,+ train mirror,J03WMX,+ train mirror,individual,mirror_train,722,0.5595567867036011,0.8767313019390581,29,38,1832,False,1,0,0,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,1,0.4,emitted_sync_frame,+ train mirror,J03WN1,+ train mirror,individual,mirror_train,454,0.513215859030837,0.8303964757709251,29,38,1832,False,1,0,0,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,2,0.4,emitted_sync_frame,+ train mirror,J03WMX,+ train mirror,individual,mirror_train,722,0.5498614958448753,0.8781163434903048,23,32,1832,False,1,0,0,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,2,0.4,emitted_sync_frame,+ train mirror,J03WN1,+ train mirror,individual,mirror_train,454,0.5044052863436124,0.8392070484581498,23,32,1832,False,1,0,0,0,0,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,0,0.4,emitted_sync_frame,+ pretrain,J03WMX,+ pretrain,individual,pretrain,722,0.5373961218836565,0.8670360110803325,43,52,1832,True,0,0,0,0,1,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,0,0.4,emitted_sync_frame,+ pretrain,J03WN1,+ pretrain,individual,pretrain,454,0.45374449339207046,0.8127753303964758,43,52,1832,True,0,0,0,0,1,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,1,0.4,emitted_sync_frame,+ pretrain,J03WMX,+ pretrain,individual,pretrain,722,0.5429362880886427,0.8836565096952909,57,60,1832,True,0,0,0,0,1,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,1,0.4,emitted_sync_frame,+ pretrain,J03WN1,+ pretrain,individual,pretrain,454,0.46255506607929514,0.8083700440528634,57,60,1832,True,0,0,0,0,1,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,2,0.4,emitted_sync_frame,+ pretrain,J03WMX,+ pretrain,individual,pretrain,722,0.5498614958448753,0.8808864265927978,58,60,1832,True,0,0,0,0,1,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,2,0.4,emitted_sync_frame,+ pretrain,J03WN1,+ pretrain,individual,pretrain,454,0.486784140969163,0.8370044052863436,58,60,1832,True,0,0,0,0,1,0,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,0,0.4,emitted_sync_frame,everything,J03WMX,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,722,0.6772853185595568,0.9016620498614959,25,34,1832,True,1,1,1,1,1,1,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,0,0.4,emitted_sync_frame,everything,J03WN1,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,454,0.5814977973568282,0.8678414096916299,25,34,1832,True,1,1,1,1,1,1,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,1,0.4,emitted_sync_frame,everything,J03WMX,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,722,0.6759002770083102,0.9196675900277008,57,60,1832,True,1,1,1,1,1,1,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,1,0.4,emitted_sync_frame,everything,J03WN1,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,454,0.5638766519823789,0.8656387665198237,57,60,1832,True,1,1,1,1,1,1,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,2,0.4,emitted_sync_frame,everything,J03WMX,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,722,0.685595567867036,0.9030470914127424,33,42,1832,True,1,1,1,1,1,1,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,2,0.4,emitted_sync_frame,everything,J03WN1,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,454,0.5947136563876652,0.8656387665198237,33,42,1832,True,1,1,1,1,1,1,3,J03WPY+J03WOH+J03WQQ
a95b7a72bb,0,0.4,emitted_sync_frame,plain,J03WMX,plain,reference,,722,0.5844875346260388,0.8808864265927978,59,60,2398,False,0,0,0,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
a95b7a72bb,0,0.4,emitted_sync_frame,plain,J03WN1,plain,reference,,454,0.5044052863436124,0.8193832599118943,59,60,2398,False,0,0,0,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
a95b7a72bb,1,0.4,emitted_sync_frame,plain,J03WMX,plain,reference,,722,0.5678670360110804,0.8808864265927978,44,53,2398,False,0,0,0,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
a95b7a72bb,1,0.4,emitted_sync_frame,plain,J03WN1,plain,reference,,454,0.46255506607929514,0.8281938325991189,44,53,2398,False,0,0,0,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
a95b7a72bb,2,0.4,emitted_sync_frame,plain,J03WMX,plain,reference,,722,0.5914127423822715,0.8836565096952909,55,60,2398,False,0,0,0,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
a95b7a72bb,2,0.4,emitted_sync_frame,plain,J03WN1,plain,reference,,454,0.5154185022026432,0.8392070484581498,55,60,2398,False,0,0,0,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
a95b7a72bb,0,0.4,emitted_sync_frame,+ space,J03WMX,+ space,individual,space,722,0.6177285318559557,0.9016620498614959,42,51,2398,False,0,0,1,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
a95b7a72bb,0,0.4,emitted_sync_frame,+ space,J03WN1,+ space,individual,space,454,0.552863436123348,0.8392070484581498,42,51,2398,False,0,0,1,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
a95b7a72bb,1,0.4,emitted_sync_frame,+ space,J03WMX,+ space,individual,space,722,0.6426592797783933,0.9058171745152355,44,53,2398,False,0,0,1,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
a95b7a72bb,1,0.4,emitted_sync_frame,+ space,J03WN1,+ space,individual,space,454,0.5616740088105727,0.8325991189427313,44,53,2398,False,0,0,1,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
a95b7a72bb,2,0.4,emitted_sync_frame,+ space,J03WMX,+ space,individual,space,722,0.6343490304709142,0.9155124653739612,53,60,2398,False,0,0,1,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
a95b7a72bb,2,0.4,emitted_sync_frame,+ space,J03WN1,+ space,individual,space,454,0.5484581497797357,0.8436123348017621,53,60,2398,False,0,0,1,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
a95b7a72bb,0,0.4,emitted_sync_frame,+ train mirror,J03WMX,+ train mirror,individual,mirror_train,722,0.6038781163434903,0.8961218836565097,44,53,2398,False,1,0,0,0,0,0,4,J03WPY+J03WOH+J03WQQ+J03WOY
