run_id,seed,lead_s,anchor,model_variant,test_match,provider,match,probe,n,n_defined,accuracy,accuracy_where_defined,nearest_teammate,excess
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WOH,passer_direction,503,503,0.3836978131212724,0.3836978131212724,0.26043737574552683,0.12326043737574555
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WOH,masella_min_abs,503,484,0.09741550695825049,0.1012396694214876,0.26043737574552683,-0.16302186878727634
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WOH,masella_max_abs,503,484,0.2823061630218688,0.29338842975206614,0.26043737574552683,0.02186878727634195
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WOH,nearest_teammate,503,503,0.25646123260437376,0.25646123260437376,0.25646123260437376,0.0
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WOH,ball_direction,503,503,0.28429423459244535,0.28429423459244535,0.25646123260437376,0.027833001988071593
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WOH,passer_direction,503,503,0.37375745526838966,0.37375745526838966,0.25646123260437376,0.1172962226640159
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WOH,masella_min_abs,503,490,0.09145129224652088,0.09387755102040816,0.25646123260437376,-0.16500994035785288
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WOH,masella_max_abs,503,490,0.2962226640159046,0.3040816326530612,0.25646123260437376,0.03976143141153082
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WOH,nearest_teammate,503,503,0.2524850894632207,0.2524850894632207,0.2524850894632207,0.0
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WOH,ball_direction,503,503,0.33399602385685884,0.33399602385685884,0.2524850894632207,0.08151093439363816
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WOH,passer_direction,503,503,0.31610337972166996,0.31610337972166996,0.2524850894632207,0.06361829025844928
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WOH,masella_min_abs,503,486,0.0775347912524851,0.08024691358024691,0.2524850894632207,-0.1749502982107356
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WOH,masella_max_abs,503,486,0.2982107355864811,0.30864197530864196,0.2524850894632207,0.04572564612326041
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WOH,nearest_teammate,503,503,0.24652087475149106,0.24652087475149106,0.24652087475149106,0.0
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WOH,ball_direction,503,503,0.31411530815109345,0.31411530815109345,0.24652087475149106,0.06759443339960239
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WOH,passer_direction,503,503,0.3081510934393638,0.3081510934393638,0.24652087475149106,0.061630218687872745
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WOH,masella_min_abs,503,486,0.1312127236580517,0.13580246913580246,0.24652087475149106,-0.11530815109343936
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WOH,masella_max_abs,503,486,0.24254473161033796,0.25102880658436216,0.24652087475149106,-0.0039761431411531045
a95b7a72bb,,0.0,emitted_sync_frame,cross_provider,,idsse,J03WQQ,nearest_teammate,670,670,0.28059701492537314,0.28059701492537314,0.28059701492537314,0.0
a95b7a72bb,,0.0,emitted_sync_frame,cross_provider,,idsse,J03WQQ,ball_direction,670,670,0.6074626865671642,0.6074626865671642,0.28059701492537314,0.32686567164179103
a95b7a72bb,,0.0,emitted_sync_frame,cross_provider,,idsse,J03WQQ,passer_direction,670,670,0.3895522388059702,0.3895522388059702,0.28059701492537314,0.10895522388059703
a95b7a72bb,,0.0,emitted_sync_frame,cross_provider,,idsse,J03WQQ,masella_min_abs,670,665,0.03731343283582089,0.03759398496240601,0.28059701492537314,-0.24328358208955225
a95b7a72bb,,0.0,emitted_sync_frame,cross_provider,,idsse,J03WQQ,masella_max_abs,670,665,0.382089552238806,0.3849624060150376,0.28059701492537314,0.10149253731343283
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WQQ,nearest_teammate,670,670,0.2656716417910448,0.2656716417910448,0.2656716417910448,0.0
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WQQ,ball_direction,670,670,0.4044776119402985,0.4044776119402985,0.2656716417910448,0.13880597014925372
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WQQ,passer_direction,670,670,0.382089552238806,0.382089552238806,0.2656716417910448,0.11641791044776117
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WQQ,masella_min_abs,670,637,0.08358208955223881,0.08791208791208792,0.2656716417910448,-0.182089552238806
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WQQ,masella_max_abs,670,637,0.24925373134328357,0.2621664050235479,0.2656716417910448,-0.016417910447761225
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WQQ,nearest_teammate,670,670,0.2537313432835821,0.2537313432835821,0.2537313432835821,0.0
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WQQ,ball_direction,670,670,0.2626865671641791,0.2626865671641791,0.2537313432835821,0.008955223880596996
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WQQ,passer_direction,670,670,0.3776119402985075,0.3776119402985075,0.2537313432835821,0.12388059701492538
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WQQ,masella_min_abs,670,642,0.08358208955223881,0.08722741433021806,0.2537313432835821,-0.1701492537313433
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WQQ,masella_max_abs,670,642,0.24776119402985075,0.2585669781931464,0.2537313432835821,-0.005970149253731349
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WQQ,nearest_teammate,669,669,0.2406576980568012,0.2406576980568012,0.2406576980568012,0.0
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WQQ,ball_direction,669,669,0.3109118086696562,0.3109118086696562,0.2406576980568012,0.07025411061285497
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WQQ,passer_direction,669,669,0.34379671150971597,0.34379671150971597,0.2406576980568012,0.10313901345291476
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WQQ,masella_min_abs,669,655,0.09417040358744394,0.09618320610687023,0.2406576980568012,-0.14648729446935727
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WQQ,masella_max_abs,669,655,0.2600896860986547,0.26564885496183205,0.2406576980568012,0.019431988041853476
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WQQ,nearest_teammate,669,669,0.23019431988041852,0.23019431988041852,0.23019431988041852,0.0
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WQQ,ball_direction,669,669,0.30792227204783257,0.30792227204783257,0.23019431988041852,0.07772795216741404
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WQQ,passer_direction,669,669,0.29895366218236175,0.29895366218236175,0.23019431988041852,0.06875934230194322
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WQQ,masella_min_abs,669,652,0.13303437967115098,0.13650306748466257,0.23019431988041852,-0.09715994020926755
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WQQ,masella_max_abs,669,652,0.20478325859491778,0.21012269938650308,0.23019431988041852,-0.025411061285500747
a95b7a72bb,,0.0,emitted_sync_frame,cross_provider,,idsse,J03WOY,nearest_teammate,566,566,0.25618374558303886,0.25618374558303886,0.25618374558303886,0.0
a95b7a72bb,,0.0,emitted_sync_frame,cross_provider,,idsse,J03WOY,ball_direction,566,566,0.5971731448763251,0.5971731448763251,0.25618374558303886,0.34098939929328625
a95b7a72bb,,0.0,emitted_sync_frame,cross_provider,,idsse,J03WOY,passer_direction,566,566,0.40636042402826855,0.40636042402826855,0.25618374558303886,0.1501766784452297
a95b7a72bb,,0.0,emitted_sync_frame,cross_provider,,idsse,J03WOY,masella_min_abs,566,553,0.019434628975265017,0.019891500904159132,0.25618374558303886,-0.23674911660777384
a95b7a72bb,,0.0,emitted_sync_frame,cross_provider,,idsse,J03WOY,masella_max_abs,566,553,0.37279151943462896,0.38155515370705245,0.25618374558303886,0.1166077738515901
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WOY,nearest_teammate,566,566,0.23674911660777384,0.23674911660777384,0.23674911660777384,0.0
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WOY,ball_direction,566,566,0.41872791519434627,0.41872791519434627,0.23674911660777384,0.18197879858657243
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WOY,passer_direction,566,566,0.39399293286219084,0.39399293286219084,0.23674911660777384,0.157243816254417
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WOY,masella_min_abs,566,533,0.061837455830388695,0.06566604127579738,0.23674911660777384,-0.17491166077738515
a95b7a72bb,,0.2,emitted_sync_frame,cross_provider,,idsse,J03WOY,masella_max_abs,566,533,0.25265017667844525,0.2682926829268293,0.23674911660777384,0.015901060070671408
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WOY,nearest_teammate,566,566,0.22791519434628976,0.22791519434628976,0.22791519434628976,0.0
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WOY,ball_direction,566,566,0.26855123674911663,0.26855123674911663,0.22791519434628976,0.040636042402826866
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WOY,passer_direction,566,566,0.3551236749116608,0.3551236749116608,0.22791519434628976,0.12720848056537104
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WOY,masella_min_abs,566,543,0.054770318021201414,0.0570902394106814,0.22791519434628976,-0.17314487632508835
a95b7a72bb,,0.4,emitted_sync_frame,cross_provider,,idsse,J03WOY,masella_max_abs,566,543,0.26855123674911663,0.27992633517495397,0.22791519434628976,0.040636042402826866
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WOY,nearest_teammate,566,566,0.21024734982332155,0.21024734982332155,0.21024734982332155,0.0
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WOY,ball_direction,566,566,0.30918727915194344,0.30918727915194344,0.21024734982332155,0.09893992932862189
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WOY,passer_direction,566,566,0.29858657243816256,0.29858657243816256,0.21024734982332155,0.088339222614841
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WOY,masella_min_abs,566,548,0.0636042402826855,0.06569343065693431,0.21024734982332155,-0.14664310954063603
a95b7a72bb,,0.8,emitted_sync_frame,cross_provider,,idsse,J03WOY,masella_max_abs,566,548,0.27208480565371024,0.28102189781021897,0.21024734982332155,0.06183745583038869
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WOY,nearest_teammate,566,566,0.1855123674911661,0.1855123674911661,0.1855123674911661,0.0
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WOY,ball_direction,566,566,0.2879858657243816,0.2879858657243816,0.1855123674911661,0.10247349823321553
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WOY,passer_direction,566,566,0.28091872791519434,0.28091872791519434,0.1855123674911661,0.09540636042402825
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WOY,masella_min_abs,566,549,0.10777385159010601,0.1111111111111111,0.1855123674911661,-0.07773851590106008
a95b7a72bb,,1.2,emitted_sync_frame,cross_provider,,idsse,J03WOY,masella_max_abs,566,549,0.19257950530035337,0.19854280510018216,0.1855123674911661,0.007067137809187274
a95b7a72bb,,0.0,emitted_sync_frame,cross_provider,,idsse,J03WR9,nearest_teammate,655,655,0.26259541984732826,0.26259541984732826,0.26259541984732826,0.0
