match_id,half,team_slot,eID,gameclock,timestamp,at_x,at_y,passer_slot,recipient_slot,pID,recipient,event_id
J03WN1,firstHalf,Away,Play_Pass,117.764,2023-05-27 15:33:06.414000+02:00,80.05,12.94,15,18,DFL-OBJ-002GBK,DFL-OBJ-J01KDN,
J03WN1,firstHalf,Away,Play_Pass,119.375,2023-05-27 15:33:08.025000+02:00,91.88,16.25,18,11,DFL-OBJ-J01KDN,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,164.479,2023-05-27 15:33:53.129000+02:00,29.56,67.0,4,15,DFL-OBJ-0002LI,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,165.665,2023-05-27 15:33:54.315000+02:00,32.76,61.08,15,7,DFL-OBJ-002GBK,DFL-OBJ-002G02,
J03WN1,firstHalf,Away,Play_Pass,193.709,2023-05-27 15:34:22.359000+02:00,28.85,1.1,14,11,DFL-OBJ-002GOI,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,214.147,2023-05-27 15:34:42.797000+02:00,12.52,18.65,14,0,DFL-OBJ-002GOI,DFL-OBJ-0026NY,
J03WN1,firstHalf,Away,Play_Pass,299.475,2023-05-27 15:36:08.125000+02:00,44.79,51.25,10,18,DFL-OBJ-002GAR,DFL-OBJ-J01KDN,
J03WN1,firstHalf,Away,Play_Pass,312.864,2023-05-27 15:36:21.514000+02:00,39.27,20.56,14,18,DFL-OBJ-002GOI,DFL-OBJ-J01KDN,
J03WN1,firstHalf,Away,Play_Pass,314.624,2023-05-27 15:36:23.274000+02:00,51.3,16.05,18,1,DFL-OBJ-J01KDN,DFL-OBJ-0001UP,
J03WN1,firstHalf,Away,Play_Pass,316.261,2023-05-27 15:36:24.911000+02:00,30.16,31.19,1,4,DFL-OBJ-0001UP,DFL-OBJ-0002LI,
J03WN1,firstHalf,Away,Play_Pass,318.309,2023-05-27 15:36:26.959000+02:00,34.06,31.29,4,0,DFL-OBJ-0002LI,DFL-OBJ-0026NY,
J03WN1,firstHalf,Away,Play_Pass,319.653,2023-05-27 15:36:28.303000+02:00,8.12,32.09,0,9,DFL-OBJ-0026NY,DFL-OBJ-J01B8R,
J03WN1,firstHalf,Away,Play_Pass,330.185,2023-05-27 15:36:38.835000+02:00,0.8,66.4,9,15,DFL-OBJ-J01B8R,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,333.323,2023-05-27 15:36:41.973000+02:00,21.24,66.6,15,10,DFL-OBJ-002GBK,DFL-OBJ-002GAR,
J03WN1,firstHalf,Away,Play_Pass,335.065,2023-05-27 15:36:43.715000+02:00,9.82,52.86,10,11,DFL-OBJ-002GAR,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,336.135,2023-05-27 15:36:44.785000+02:00,19.34,43.93,11,1,DFL-OBJ-002G8H,DFL-OBJ-0001UP,
J03WN1,firstHalf,Away,Play_Pass,337.729,2023-05-27 15:36:46.379000+02:00,9.42,29.49,1,14,DFL-OBJ-0001UP,DFL-OBJ-002GOI,
J03WN1,firstHalf,Away,Play_Pass,522.227,2023-05-27 15:39:50.877000+02:00,3.41,42.02,0,1,DFL-OBJ-0026NY,DFL-OBJ-0001UP,
J03WN1,firstHalf,Away,Play_Pass,600.51,2023-05-27 15:41:09.160000+02:00,35.27,1.71,14,3,DFL-OBJ-002GOI,DFL-OBJ-J013O2,
J03WN1,firstHalf,Away,Play_Pass,603.281,2023-05-27 15:41:11.931000+02:00,38.47,5.92,3,11,DFL-OBJ-J013O2,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,631.392,2023-05-27 15:41:40.042000+02:00,27.75,31.69,10,9,DFL-OBJ-002GAR,DFL-OBJ-J01B8R,
J03WN1,firstHalf,Away,Play_Pass,636.231,2023-05-27 15:41:44.881000+02:00,38.57,63.79,9,0,DFL-OBJ-J01B8R,DFL-OBJ-0026NY,
J03WN1,firstHalf,Away,Play_Pass,638.075,2023-05-27 15:41:46.725000+02:00,14.03,41.12,0,1,DFL-OBJ-0026NY,DFL-OBJ-0001UP,
J03WN1,firstHalf,Away,Play_Pass,644.318,2023-05-27 15:41:52.968000+02:00,20.64,23.17,1,15,DFL-OBJ-0001UP,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,645.996,2023-05-27 15:41:54.646000+02:00,51.6,14.94,15,11,DFL-OBJ-002GBK,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,646.867,2023-05-27 15:41:55.517000+02:00,46.79,20.16,11,15,DFL-OBJ-002G8H,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,648.877,2023-05-27 15:41:57.527000+02:00,56.61,15.75,15,3,DFL-OBJ-002GBK,DFL-OBJ-J013O2,
J03WN1,firstHalf,Away,Play_Pass,796.467,2023-05-27 15:44:25.117000+02:00,24.65,25.98,3,11,DFL-OBJ-J013O2,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,798.162,2023-05-27 15:44:26.812000+02:00,21.24,23.27,11,15,DFL-OBJ-002G8H,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,853.135,2023-05-27 15:45:21.785000+02:00,20.04,42.22,7,4,DFL-OBJ-002G02,DFL-OBJ-0002LI,
J03WN1,firstHalf,Away,Play_Pass,855.865,2023-05-27 15:45:24.515000+02:00,19.94,51.65,4,9,DFL-OBJ-0002LI,DFL-OBJ-J01B8R,
J03WN1,firstHalf,Away,Play_Pass,857.553,2023-05-27 15:45:26.203000+02:00,22.44,62.08,9,15,DFL-OBJ-J01B8R,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,859.894,2023-05-27 15:45:28.544000+02:00,53.7,40.22,15,7,DFL-OBJ-002GBK,DFL-OBJ-002G02,
J03WN1,firstHalf,Away,Play_Pass,864.213,2023-05-27 15:45:32.863000+02:00,74.24,54.56,7,15,DFL-OBJ-002G02,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,919.375,2023-05-27 15:46:28.025000+02:00,58.21,11.23,9,0,DFL-OBJ-J01B8R,DFL-OBJ-0026NY,
J03WN1,firstHalf,Away,Play_Pass,957.611,2023-05-27 15:47:06.261000+02:00,44.18,66.8,3,15,DFL-OBJ-J013O2,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,963.993,2023-05-27 15:47:12.643000+02:00,43.08,49.55,11,14,DFL-OBJ-002G8H,DFL-OBJ-002GOI,
J03WN1,firstHalf,Away,Play_Pass,968.284,2023-05-27 15:47:16.934000+02:00,65.42,9.03,14,11,DFL-OBJ-002GOI,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,974.733,2023-05-27 15:47:23.383000+02:00,33.56,40.42,10,1,DFL-OBJ-002GAR,DFL-OBJ-0001UP,
J03WN1,firstHalf,Away,Play_Pass,976.342,2023-05-27 15:47:24.992000+02:00,32.26,24.17,1,4,DFL-OBJ-0001UP,DFL-OBJ-0002LI,
J03WN1,firstHalf,Away,Play_Pass,978.466,2023-05-27 15:47:27.116000+02:00,34.67,34.1,4,1,DFL-OBJ-0002LI,DFL-OBJ-0001UP,
J03WN1,firstHalf,Away,Play_Pass,980.816,2023-05-27 15:47:29.466000+02:00,28.15,28.28,1,4,DFL-OBJ-0001UP,DFL-OBJ-0002LI,
J03WN1,firstHalf,Away,Play_Pass,991.617,2023-05-27 15:47:40.267000+02:00,11.32,25.68,11,7,DFL-OBJ-002G8H,DFL-OBJ-002G02,
J03WN1,firstHalf,Away,Play_Pass,1157.037,2023-05-27 15:50:25.687000+02:00,41.08,32.7,11,9,DFL-OBJ-002G8H,DFL-OBJ-J01B8R,
J03WN1,firstHalf,Away,Play_Pass,1161.07,2023-05-27 15:50:29.720000+02:00,33.36,53.36,9,10,DFL-OBJ-J01B8R,DFL-OBJ-002GAR,
J03WN1,firstHalf,Away,Play_Pass,1164.869,2023-05-27 15:50:33.519000+02:00,21.14,50.45,10,15,DFL-OBJ-002GAR,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,1207.968,2023-05-27 15:51:16.618000+02:00,68.63,46.74,7,4,DFL-OBJ-002G02,DFL-OBJ-0002LI,
J03WN1,firstHalf,Away,Play_Pass,1211.547,2023-05-27 15:51:20.197000+02:00,67.13,38.11,4,15,DFL-OBJ-0002LI,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,1320.89,2023-05-27 15:53:09.540000+02:00,39.78,47.74,7,9,DFL-OBJ-002G02,DFL-OBJ-J01B8R,
J03WN1,firstHalf,Away,Play_Pass,1342.168,2023-05-27 15:53:30.818000+02:00,41.58,67.1,10,9,DFL-OBJ-002GAR,DFL-OBJ-J01B8R,
J03WN1,firstHalf,Away,Play_Pass,1343.623,2023-05-27 15:53:32.273000+02:00,47.79,67.0,9,1,DFL-OBJ-J01B8R,DFL-OBJ-0001UP,
J03WN1,firstHalf,Away,Play_Pass,1350.146,2023-05-27 15:53:38.796000+02:00,36.57,44.63,1,14,DFL-OBJ-0001UP,DFL-OBJ-002GOI,
J03WN1,firstHalf,Away,Play_Pass,1354.925,2023-05-27 15:53:43.575000+02:00,82.76,2.51,14,15,DFL-OBJ-002GOI,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,1355.981,2023-05-27 15:53:44.631000+02:00,87.97,17.85,15,14,DFL-OBJ-002GBK,DFL-OBJ-002GOI,
J03WN1,firstHalf,Away,Play_Pass,1357.122,2023-05-27 15:53:45.772000+02:00,103.8,20.76,14,7,DFL-OBJ-002GOI,DFL-OBJ-002G02,
J03WN1,firstHalf,Away,Play_Pass,1431.369,2023-05-27 15:55:00.019000+02:00,56.91,3.41,14,15,DFL-OBJ-002GOI,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,1576.975,2023-05-27 15:57:25.625000+02:00,38.07,58.07,7,15,DFL-OBJ-002G02,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,1578.313,2023-05-27 15:57:26.963000+02:00,58.11,16.85,15,7,DFL-OBJ-002GBK,DFL-OBJ-002G02,
J03WN1,firstHalf,Away,Play_Pass,1582.356,2023-05-27 15:57:31.006000+02:00,59.51,5.42,7,15,DFL-OBJ-002G02,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,1587.385,2023-05-27 15:57:36.035000+02:00,62.02,20.96,15,11,DFL-OBJ-002GBK,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,1592.405,2023-05-27 15:57:41.055000+02:00,62.02,12.54,11,10,DFL-OBJ-002G8H,DFL-OBJ-002GAR,
J03WN1,firstHalf,Away,Play_Pass,1595.408,2023-05-27 15:57:44.058000+02:00,45.99,39.42,10,3,DFL-OBJ-002GAR,DFL-OBJ-J013O2,
J03WN1,firstHalf,Away,Play_Pass,1602.735,2023-05-27 15:57:51.385000+02:00,62.42,30.09,3,15,DFL-OBJ-J013O2,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,1605.271,2023-05-27 15:57:53.921000+02:00,92.88,22.47,15,3,DFL-OBJ-002GBK,DFL-OBJ-J013O2,
J03WN1,firstHalf,Away,Play_Pass,1628.244,2023-05-27 15:58:16.894000+02:00,38.07,18.15,1,15,DFL-OBJ-0001UP,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,1629.495,2023-05-27 15:58:18.145000+02:00,49.79,20.06,15,11,DFL-OBJ-002GBK,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,1671.25,2023-05-27 15:58:59.900000+02:00,49.19,40.82,4,10,DFL-OBJ-0002LI,DFL-OBJ-002GAR,
J03WN1,firstHalf,Away,Play_Pass,1672.613,2023-05-27 15:59:01.263000+02:00,33.06,27.38,10,1,DFL-OBJ-002GAR,DFL-OBJ-0001UP,
J03WN1,firstHalf,Away,Play_Pass,1674.472,2023-05-27 15:59:03.122000+02:00,30.76,19.86,1,14,DFL-OBJ-0001UP,DFL-OBJ-002GOI,
J03WN1,firstHalf,Away,Play_Pass,1676.733,2023-05-27 15:59:05.383000+02:00,43.98,1.91,14,11,DFL-OBJ-002GOI,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,1685.969,2023-05-27 15:59:14.619000+02:00,27.55,2.31,1,11,DFL-OBJ-0001UP,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,1687.267,2023-05-27 15:59:15.917000+02:00,30.76,7.32,11,14,DFL-OBJ-002G8H,DFL-OBJ-002GOI,
J03WN1,firstHalf,Away,Play_Pass,1702.702,2023-05-27 15:59:31.352000+02:00,78.85,5.82,15,11,DFL-OBJ-002GBK,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,1703.955,2023-05-27 15:59:32.605000+02:00,81.35,1.4,11,15,DFL-OBJ-002G8H,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,1706.273,2023-05-27 15:59:34.923000+02:00,70.83,5.01,15,11,DFL-OBJ-002GBK,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,1712.43,2023-05-27 15:59:41.080000+02:00,63.42,11.73,15,11,DFL-OBJ-002GBK,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,1757.771,2023-05-27 16:00:26.421000+02:00,12.92,51.85,9,11,DFL-OBJ-J01B8R,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,1833.282,2023-05-27 16:01:41.932000+02:00,3.71,40.12,0,10,DFL-OBJ-0026NY,DFL-OBJ-002GAR,
J03WN1,firstHalf,Away,Play_Pass,1836.815,2023-05-27 16:01:45.465000+02:00,8.52,41.12,10,14,DFL-OBJ-002GAR,DFL-OBJ-002GOI,
J03WN1,firstHalf,Away,Play_Pass,1912.531,2023-05-27 16:03:01.181000+02:00,63.42,20.36,3,15,DFL-OBJ-J013O2,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,1954.052,2023-05-27 16:03:42.702000+02:00,28.05,15.04,14,15,DFL-OBJ-002GOI,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,2099.124,2023-05-27 16:06:07.774000+02:00,50.9,34.0,11,10,DFL-OBJ-002G8H,DFL-OBJ-002GAR,
J03WN1,firstHalf,Away,Play_Pass,2124.741,2023-05-27 16:06:33.391000+02:00,24.95,25.27,3,4,DFL-OBJ-J013O2,DFL-OBJ-0002LI,
J03WN1,firstHalf,Away,Play_Pass,2133.841,2023-05-27 16:06:42.491000+02:00,75.94,37.71,3,15,DFL-OBJ-J013O2,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,2179.255,2023-05-27 16:07:27.905000+02:00,74.14,15.65,14,7,DFL-OBJ-002GOI,DFL-OBJ-002G02,
J03WN1,firstHalf,Away,Play_Pass,2180.18,2023-05-27 16:07:28.830000+02:00,76.55,21.56,7,9,DFL-OBJ-002G02,DFL-OBJ-J01B8R,
J03WN1,firstHalf,Away,Play_Pass,2182.635,2023-05-27 16:07:31.285000+02:00,60.92,25.37,9,4,DFL-OBJ-J01B8R,DFL-OBJ-0002LI,
J03WN1,firstHalf,Away,Play_Pass,2185.769,2023-05-27 16:07:34.419000+02:00,65.32,51.15,4,9,DFL-OBJ-0002LI,DFL-OBJ-J01B8R,
J03WN1,firstHalf,Away,Play_Pass,2188.415,2023-05-27 16:07:37.065000+02:00,44.28,24.77,9,0,DFL-OBJ-J01B8R,DFL-OBJ-0026NY,
J03WN1,firstHalf,Away,Play_Pass,2193.49,2023-05-27 16:07:42.140000+02:00,18.74,41.02,0,9,DFL-OBJ-0026NY,DFL-OBJ-J01B8R,
J03WN1,firstHalf,Away,Play_Pass,2199.616,2023-05-27 16:07:48.266000+02:00,28.85,48.44,9,4,DFL-OBJ-J01B8R,DFL-OBJ-0002LI,
J03WN1,firstHalf,Away,Play_Pass,2202.294,2023-05-27 16:07:50.944000+02:00,44.89,52.76,4,10,DFL-OBJ-0002LI,DFL-OBJ-002GAR,
J03WN1,firstHalf,Away,Play_Pass,2288.276,2023-05-27 16:09:16.926000+02:00,34.37,52.05,4,15,DFL-OBJ-0002LI,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,2386.624,2023-05-27 16:10:55.274000+02:00,22.44,52.86,10,9,DFL-OBJ-002GAR,DFL-OBJ-J01B8R,
J03WN1,firstHalf,Away,Play_Pass,2439.686,2023-05-27 16:11:48.336000+02:00,11.32,28.68,1,14,DFL-OBJ-0001UP,DFL-OBJ-002GOI,
J03WN1,firstHalf,Away,Play_Pass,2441.89,2023-05-27 16:11:50.540000+02:00,26.25,0.9,14,7,DFL-OBJ-002GOI,DFL-OBJ-002G02,
J03WN1,firstHalf,Away,Play_Pass,2444.164,2023-05-27 16:11:52.814000+02:00,39.27,1.6,7,1,DFL-OBJ-002G02,DFL-OBJ-0001UP,
J03WN1,firstHalf,Away,Play_Pass,2448.177,2023-05-27 16:11:56.827000+02:00,27.95,11.33,1,10,DFL-OBJ-0001UP,DFL-OBJ-002GAR,
J03WN1,firstHalf,Away,Play_Pass,2453.833,2023-05-27 16:12:02.483000+02:00,27.55,31.99,10,15,DFL-OBJ-002GAR,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,2475.669,2023-05-27 16:12:24.319000+02:00,69.93,66.7,15,11,DFL-OBJ-002GBK,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,2477.858,2023-05-27 16:12:26.508000+02:00,97.49,67.5,11,15,DFL-OBJ-002G8H,DFL-OBJ-002GBK,
J03WN1,firstHalf,Away,Play_Pass,2653.401,2023-05-27 16:15:22.051000+02:00,5.01,28.99,0,11,DFL-OBJ-0026NY,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,2671.375,2023-05-27 16:15:40.025000+02:00,26.25,16.65,1,4,DFL-OBJ-0001UP,DFL-OBJ-0002LI,
J03WN1,firstHalf,Away,Play_Pass,2672.618,2023-05-27 16:15:41.268000+02:00,32.96,33.4,4,10,DFL-OBJ-0002LI,DFL-OBJ-002GAR,
J03WN1,firstHalf,Away,Play_Pass,2679.255,2023-05-27 16:15:47.905000+02:00,21.84,36.31,10,4,DFL-OBJ-002GAR,DFL-OBJ-0002LI,
J03WN1,firstHalf,Away,Play_Pass,2682.323,2023-05-27 16:15:50.973000+02:00,32.76,47.34,4,9,DFL-OBJ-0002LI,DFL-OBJ-J01B8R,
J03WN1,firstHalf,Away,Play_Pass,2686.517,2023-05-27 16:15:55.167000+02:00,31.06,61.98,9,11,DFL-OBJ-J01B8R,DFL-OBJ-002G8H,
J03WN1,firstHalf,Away,Play_Pass,2699.248,2023-05-27 16:16:07.898000+02:00,1.7,33.1,0,14,DFL-OBJ-0026NY,DFL-OBJ-002GOI,
J03WN1,secondHalf,Home,Play_Pass,69.75,2023-05-27 16:35:07.520000+02:00,63.22,54.36,5,14,DFL-OBJ-0000YV,DFL-OBJ-0028NB,
J03WN1,secondHalf,Home,Play_Pass,104.849,2023-05-27 16:35:42.619000+02:00,36.37,31.89,9,0,DFL-OBJ-J014F7,DFL-OBJ-0001I0,
J03WN1,secondHalf,Home,Play_Pass,120.934,2023-05-27 16:35:58.704000+02:00,17.43,53.46,18,4,DFL-OBJ-002GM0,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Pass,127.407,2023-05-27 16:36:05.177000+02:00,26.05,63.19,4,12,DFL-OBJ-000172,DFL-OBJ-0027FG,
J03WN1,secondHalf,Home,Play_Pass,215.552,2023-05-27 16:37:33.322000+02:00,27.85,60.98,9,0,DFL-OBJ-J014F7,DFL-OBJ-0001I0,
J03WN1,secondHalf,Home,Play_Pass,442.066,2023-05-27 16:41:19.836000+02:00,31.96,67.1,14,5,DFL-OBJ-0028NB,DFL-OBJ-0000YV,
J03WN1,secondHalf,Home,Play_Pass,446.803,2023-05-27 16:41:24.573000+02:00,48.99,49.75,5,9,DFL-OBJ-0000YV,DFL-OBJ-J014F7,
J03WN1,secondHalf,Home,Play_Pass,681.66,2023-05-27 16:45:19.430000+02:00,34.97,7.72,19,4,DFL-OBJ-002G4G,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Pass,724.091,2023-05-27 16:46:01.861000+02:00,85.96,41.12,5,14,DFL-OBJ-0000YV,DFL-OBJ-0028NB,
J03WN1,secondHalf,Home,Play_Pass,726.763,2023-05-27 16:46:04.533000+02:00,99.19,56.17,14,4,DFL-OBJ-0028NB,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Pass,763.417,2023-05-27 16:46:41.187000+02:00,90.17,42.63,4,14,DFL-OBJ-000172,DFL-OBJ-0028NB,
J03WN1,secondHalf,Home,Play_Pass,1053.379,2023-05-27 16:51:31.149000+02:00,43.08,21.06,18,4,DFL-OBJ-002GM0,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Pass,1055.098,2023-05-27 16:51:32.868000+02:00,52.6,14.64,4,14,DFL-OBJ-000172,DFL-OBJ-0028NB,
J03WN1,secondHalf,Home,Play_Pass,1299.831,2023-05-27 16:55:37.601000+02:00,55.21,7.32,11,12,DFL-OBJ-J016C3,DFL-OBJ-0027FG,
J03WN1,secondHalf,Home,Play_Pass,1436.315,2023-05-27 16:57:54.085000+02:00,88.77,11.63,9,4,DFL-OBJ-J014F7,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Pass,1438.804,2023-05-27 16:57:56.574000+02:00,83.06,7.32,4,9,DFL-OBJ-000172,DFL-OBJ-J014F7,
J03WN1,secondHalf,Home,Play_Pass,1441.057,2023-05-27 16:57:58.827000+02:00,74.64,2.81,9,7,DFL-OBJ-J014F7,DFL-OBJ-000199,
J03WN1,secondHalf,Home,Play_Cross,1443.956,2023-05-27 16:58:01.726000+02:00,87.77,3.91,7,4,DFL-OBJ-000199,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Pass,1557.999,2023-05-27 16:59:55.769000+02:00,35.57,27.48,14,4,DFL-OBJ-0028NB,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Pass,1559.971,2023-05-27 16:59:57.741000+02:00,69.73,56.37,4,14,DFL-OBJ-000172,DFL-OBJ-0028NB,
J03WN1,secondHalf,Home,Play_Pass,1565.164,2023-05-27 17:00:02.934000+02:00,99.79,63.69,14,4,DFL-OBJ-0028NB,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Cross,1567.58,2023-05-27 17:00:05.350000+02:00,85.86,59.58,4,12,DFL-OBJ-000172,DFL-OBJ-0027FG,
J03WN1,secondHalf,Home,Play_Pass,1588.796,2023-05-27 17:00:26.566000+02:00,37.57,54.06,12,4,DFL-OBJ-0027FG,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Pass,1590.258,2023-05-27 17:00:28.028000+02:00,43.88,55.46,4,14,DFL-OBJ-000172,DFL-OBJ-0028NB,
J03WN1,secondHalf,Home,Play_Pass,1719.087,2023-05-27 17:02:36.857000+02:00,1.6,24.17,0,5,DFL-OBJ-0001I0,DFL-OBJ-0000YV,
J03WN1,secondHalf,Home,Play_Pass,1729.552,2023-05-27 17:02:47.322000+02:00,57.51,20.36,19,5,DFL-OBJ-002G4G,DFL-OBJ-0000YV,
J03WN1,secondHalf,Home,Play_Pass,1731.517,2023-05-27 17:02:49.287000+02:00,73.34,22.97,5,7,DFL-OBJ-0000YV,DFL-OBJ-000199,
J03WN1,secondHalf,Home,Play_Pass,1775.823,2023-05-27 17:03:33.593000+02:00,72.44,41.22,12,0,DFL-OBJ-0027FG,DFL-OBJ-0001I0,
J03WN1,secondHalf,Home,Play_Pass,1812.448,2023-05-27 17:04:10.218000+02:00,9.92,44.93,0,14,DFL-OBJ-0001I0,DFL-OBJ-0028NB,
J03WN1,secondHalf,Home,Play_Pass,1866.597,2023-05-27 17:05:04.367000+02:00,71.34,48.84,14,4,DFL-OBJ-0028NB,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Pass,1872.52,2023-05-27 17:05:10.290000+02:00,79.05,67.0,4,9,DFL-OBJ-000172,DFL-OBJ-J014F7,
J03WN1,secondHalf,Home,Play_Pass,1879.907,2023-05-27 17:05:17.677000+02:00,73.84,53.36,14,5,DFL-OBJ-0028NB,DFL-OBJ-0000YV,
J03WN1,secondHalf,Home,Play_Pass,1881.736,2023-05-27 17:05:19.506000+02:00,83.86,35.3,5,14,DFL-OBJ-0000YV,DFL-OBJ-0028NB,
J03WN1,secondHalf,Home,Play_Pass,1887.259,2023-05-27 17:05:25.029000+02:00,81.15,34.7,7,12,DFL-OBJ-000199,DFL-OBJ-0027FG,
J03WN1,secondHalf,Home,Play_Pass,1944.907,2023-05-27 17:06:22.677000+02:00,87.07,15.85,12,4,DFL-OBJ-0027FG,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Pass,1981.485,2023-05-27 17:06:59.255000+02:00,29.36,22.97,9,19,DFL-OBJ-J014F7,DFL-OBJ-002G4G,
J03WN1,secondHalf,Home,Play_Pass,1983.812,2023-05-27 17:07:01.582000+02:00,47.09,25.47,19,4,DFL-OBJ-002G4G,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Pass,1985.029,2023-05-27 17:07:02.799000+02:00,52.5,21.16,4,12,DFL-OBJ-000172,DFL-OBJ-0027FG,
J03WN1,secondHalf,Home,Play_Pass,2034.251,2023-05-27 17:07:52.021000+02:00,41.48,26.68,18,12,DFL-OBJ-002GM0,DFL-OBJ-0027FG,
J03WN1,secondHalf,Home,Play_Pass,2041.894,2023-05-27 17:07:59.664000+02:00,78.65,9.33,12,5,DFL-OBJ-0027FG,DFL-OBJ-0000YV,
J03WN1,secondHalf,Home,Play_Pass,2058.227,2023-05-27 17:08:15.997000+02:00,49.79,59.27,15,14,DFL-OBJ-0028D6,DFL-OBJ-0028NB,
J03WN1,secondHalf,Home,Play_Pass,2060.645,2023-05-27 17:08:18.415000+02:00,96.98,55.06,14,5,DFL-OBJ-0028NB,DFL-OBJ-0000YV,
J03WN1,secondHalf,Home,Play_Pass,2165.306,2023-05-27 17:10:03.076000+02:00,24.25,58.07,19,17,DFL-OBJ-002G4G,DFL-OBJ-J01AQV,
J03WN1,secondHalf,Home,Play_Pass,2192.835,2023-05-27 17:10:30.605000+02:00,26.95,48.74,15,7,DFL-OBJ-0028D6,DFL-OBJ-000199,
J03WN1,secondHalf,Home,Play_Pass,2195.338,2023-05-27 17:10:33.108000+02:00,42.08,43.23,7,17,DFL-OBJ-000199,DFL-OBJ-J01AQV,
J03WN1,secondHalf,Home,Play_Pass,2215.43,2023-05-27 17:10:53.200000+02:00,21.34,35.71,7,19,DFL-OBJ-000199,DFL-OBJ-002G4G,
J03WN1,secondHalf,Home,Play_Pass,2218.134,2023-05-27 17:10:55.904000+02:00,26.75,26.78,19,1,DFL-OBJ-002G4G,DFL-OBJ-00002Z,
J03WN1,secondHalf,Home,Play_Pass,2222.148,2023-05-27 17:10:59.918000+02:00,41.78,14.24,1,11,DFL-OBJ-00002Z,DFL-OBJ-J016C3,
J03WN1,secondHalf,Home,Play_Pass,2377.322,2023-05-27 17:13:35.092000+02:00,63.82,56.87,14,4,DFL-OBJ-0028NB,DFL-OBJ-000172,
J03WN1,secondHalf,Home,Play_Pass,2394.912,2023-05-27 17:13:52.682000+02:00,65.12,48.44,7,15,DFL-OBJ-000199,DFL-OBJ-0028D6,
J03WN1,secondHalf,Home,Play_Pass,2414.838,2023-05-27 17:14:12.608000+02:00,70.63,45.73,17,1,DFL-OBJ-J01AQV,DFL-OBJ-00002Z,
