run_id,seed,lead_s,anchor,model_variant,test_match,setting,kind,components,n,top1,top3,selected_epoch,epochs_run,n_fit_samples,pretrained_encoder_loaded,mirror_train,tta,space,edge,pretrain,pertype
a95b7a72bb,2,0.4,emitted_sync_frame,+ edge,J03WMX,+ edge,individual,edge,722,0.5554016620498615,0.8753462603878116,30,39,2398,False,0,0,0,1,0,0
a95b7a72bb,2,0.4,emitted_sync_frame,+ edge,J03WN1,+ edge,individual,edge,454,0.4801762114537445,0.8259911894273128,30,39,2398,False,0,0,0,1,0,0
a95b7a72bb,0,0.4,emitted_sync_frame,+ pretrain,J03WMX,+ pretrain,individual,pretrain,722,0.5637119113573407,0.889196675900277,41,50,2398,True,0,0,0,0,1,0
a95b7a72bb,0,0.4,emitted_sync_frame,+ pretrain,J03WN1,+ pretrain,individual,pretrain,454,0.4889867841409692,0.8436123348017621,41,50,2398,True,0,0,0,0,1,0
a95b7a72bb,1,0.4,emitted_sync_frame,+ pretrain,J03WMX,+ pretrain,individual,pretrain,722,0.5623268698060941,0.8795013850415513,33,42,2398,True,0,0,0,0,1,0
a95b7a72bb,1,0.4,emitted_sync_frame,+ pretrain,J03WN1,+ pretrain,individual,pretrain,454,0.4911894273127753,0.8303964757709251,33,42,2398,True,0,0,0,0,1,0
a95b7a72bb,2,0.4,emitted_sync_frame,+ pretrain,J03WMX,+ pretrain,individual,pretrain,722,0.5692520775623269,0.8739612188365651,39,48,2398,True,0,0,0,0,1,0
a95b7a72bb,2,0.4,emitted_sync_frame,+ pretrain,J03WN1,+ pretrain,individual,pretrain,454,0.47577092511013214,0.8259911894273128,39,48,2398,True,0,0,0,0,1,0
a95b7a72bb,0,0.4,emitted_sync_frame,+ per-type norm,J03WMX,+ per-type norm,individual,pertype,722,0.5637119113573407,0.8850415512465374,41,50,2398,False,0,0,0,0,0,1
a95b7a72bb,0,0.4,emitted_sync_frame,+ per-type norm,J03WN1,+ per-type norm,individual,pertype,454,0.4669603524229075,0.8149779735682819,41,50,2398,False,0,0,0,0,0,1
a95b7a72bb,1,0.4,emitted_sync_frame,+ per-type norm,J03WMX,+ per-type norm,individual,pertype,722,0.5498614958448753,0.8753462603878116,33,42,2398,False,0,0,0,0,0,1
a95b7a72bb,1,0.4,emitted_sync_frame,+ per-type norm,J03WN1,+ per-type norm,individual,pertype,454,0.5088105726872246,0.8392070484581498,33,42,2398,False,0,0,0,0,0,1
a95b7a72bb,2,0.4,emitted_sync_frame,+ per-type norm,J03WMX,+ per-type norm,individual,pertype,722,0.5484764542936288,0.8767313019390581,30,39,2398,False,0,0,0,0,0,1
a95b7a72bb,2,0.4,emitted_sync_frame,+ per-type norm,J03WN1,+ per-type norm,individual,pertype,454,0.4801762114537445,0.8171806167400881,30,39,2398,False,0,0,0,0,0,1
a95b7a72bb,0,0.4,emitted_sync_frame,everything,J03WMX,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,722,0.6842105263157895,0.9210526315789473,26,35,2398,True,1,1,1,1,1,1
a95b7a72bb,0,0.4,emitted_sync_frame,everything,J03WN1,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,454,0.6057268722466961,0.8634361233480177,26,35,2398,True,1,1,1,1,1,1
a95b7a72bb,1,0.4,emitted_sync_frame,everything,J03WMX,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,722,0.682825484764543,0.9196675900277008,41,50,2398,True,1,1,1,1,1,1
a95b7a72bb,1,0.4,emitted_sync_frame,everything,J03WN1,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,454,0.5991189427312775,0.8766519823788547,41,50,2398,True,1,1,1,1,1,1
a95b7a72bb,2,0.4,emitted_sync_frame,everything,J03WMX,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,722,0.7049861495844876,0.9293628808864266,40,49,2398,True,1,1,1,1,1,1
a95b7a72bb,2,0.4,emitted_sync_frame,everything,J03WN1,everything,composite,mirror_train+tta+space+edge+pretrain+pertype,454,0.5991189427312775,0.8656387665198237,40,49,2398,True,1,1,1,1,1,1
